"Country","channel_type","earnings_level","subscribers","video_views","uploads","video_views_for_the_last_30_days","subscribers_for_last_30_days","Population","Aggregated_GDP","channel_lifetime","predCountry","predchannel_type","predsubscribers","predvideo_views","preduploads","predvideo_views_for_the_last_30_days","predsubscribers_for_last_30_days","predPopulation","predAggregated_GDP","predchannel_lifetime"
"Afghanistan","Games",0,16.8310454588144,23.3182966603358,6.61357440299836,16.7477836384705,2.484906649788,17.454194903937,300.055622409048,6172,0.00079507369908342,0.736842881919617,0.799999948360305,0.804877938912608,0.528092896358162,0.414638795487528,0.55974917018743,0.799999956513855,0.795868772782503,0.792682965680574
"Andorra","People",0,16.5302053017852,21.5987502250112,5.06890420222023,4.45434729625351,11.4438390546822,19.2235739064092,24620.4447670189,6433,0.00079507369908342,0.597828239571013,0.842696103063705,0.780487992448541,0.795180731181224,1.06114421512047e-05,0.55974917018743,0.366075266013453,0.840624860137227,0.590363921745193
"Argentina","Entertainment",1,16.8408016337598,22.7589085593188,4.4188406077966,19.0791122484238,12.2060726455302,17.6208101638746,5750.02317845082,2471,0.999982990481858,0.865305839032383,0.799999948360305,0.746988540725687,0.795180731181224,0.999997510625148,0.999997598484404,0.799999956513855,0.839999117393108,0.817072912144642
"Argentina","Music",1,17.3906612467499,24.0234766078008,6.4831073514572,19.5261726470454,12.8992198260901,17.6208101638746,5750.02317845082,3790,0.999982990481858,0.866666273347219,0.814814580915949,0.915661207320066,0.528092896358162,0.987802537393114,0.985504498032967,0.799999956513855,0.839999117393108,0.831324874022877
"Argentina","Games",1,16.5818296671905,22.6003351048004,8.49821422481843,17.9757208851461,12.2060726455302,17.6208101638746,5750.02317845082,3331,0.999982990481858,0.736842881919617,0.842696103063705,0.768293019216507,0.987802537393114,0.963412590929047,0.999997598484404,0.799999956513855,0.839999117393108,0.890242751536844
"Argentina","Comedy",1,16.5302053017852,22.9721358937124,6.82546003625531,20.0545048805813,13.4588356140255,17.6208101638746,5750.02317845082,2637,0.999982990481858,0.840908067288761,0.842696103063705,0.817072912144642,0.947366427662436,0.92770925493395,0.999997314098141,0.799999956513855,0.839999117393108,0.768293019216507
"Argentina","Music",1,16.6890751975441,23.5709379233699,7.18235211188526,20.2770256082194,13.3046849341983,17.6208101638746,5750.02317845082,3656,0.999982990481858,0.866666273347219,0.750000603528543,0.841462858608709,0.926827671232946,0.92770925493395,0.985504498032967,0.799999956513855,0.839999117393108,0.831324874022877
"Argentina","Music",1,16.9245715168253,22.8076994237341,4.06044301054642,18.0955321521826,11.4438390546822,17.6208101638746,5750.02317845082,2631,0.999982990481858,0.866666273347219,0.799999948360305,0.817072912144642,0.795180731181224,0.963412590929047,0.55974917018743,0.799999956513855,0.839999117393108,0.768293019216507
"Argentina","Games",1,17.2559286527797,22.5458462484752,8.01532730902172,19.0661019438986,14.4573644441367,17.6208101638746,5750.02317845082,3169,0.999982990481858,0.736842881919617,0.814814580915949,0.768293019216507,0.939022644464979,0.999997510625148,0.999997314098141,0.799999956513855,0.839999117393108,0.890242751536844
"Argentina","Education",1,16.6604199417837,23.1608618129292,6.91473089271856,18.2428570565608,11.5129254649702,17.6208101638746,5750.02317845082,3155,0.999982990481858,0.976186182918806,0.750000603528543,0.829267885376676,0.947366427662436,0.963412590929047,0.96190397126096,0.799999956513855,0.839999117393108,0.890242751536844
"Argentina","Music",1,17.8828264477985,24.7710712393916,7.31986492980897,20.2319617552242,13.3046849341983,17.6208101638746,5750.02317845082,4525,0.999982990481858,0.866666273347219,0.807228778795108,0.915661207320066,0.926827671232946,0.92770925493395,0.985504498032967,0.799999956513855,0.839999117393108,0.914632698000912
"Argentina","Games",1,16.700311270811,22.3658912026219,7.20340552108309,17.131331588889,11.5129254649702,17.6208101638746,5750.02317845082,3842,0.999982990481858,0.736842881919617,0.717647979068161,0.768293019216507,0.926827671232946,0.987802537393114,0.96190397126096,0.799999956513855,0.839999117393108,0.831324874022877
"Argentina","Entertainment",1,16.9977223984609,23.1210702400708,6.68710860786651,19.8107479788248,13.3046849341983,17.6208101638746,5750.02317845082,3565,0.999982990481858,0.865305839032383,0.841462858608709,0.829267885376676,0.947366427662436,0.92770925493395,0.985504498032967,0.799999956513855,0.839999117393108,0.831324874022877
"Argentina","Entertainment",1,16.9510047738934,22.5218791794654,7.37650812632622,17.3861412429848,11.5129254649702,17.6208101638746,5750.02317845082,6436,0.999982990481858,0.865305839032383,0.799999948360305,0.768293019216507,0.926827671232946,0.987949493003371,0.96190397126096,0.799999956513855,0.839999117393108,0.590363921745193
"Australia","People",0,16.4616853553484,22.3582798439759,1.09861228866811,4.99043258677874,0,17.0645898316137,23702.9479746825,2909,0.571460629734721,0.597828239571013,0.797468334182767,0.768293019216507,0.163944785639134,1.06114421512047e-05,0.795868772782503,0.799999956513855,0.840624860137227,0.768293019216507
"Australia","Music",1,17.1405465786609,23.7695891030617,5.67675380226828,18.6631640703652,11.4438390546822,17.0645898316137,23702.9479746825,3946,0.571460629734721,0.866666273347219,0.814814580915949,0.841462858608709,0.888887740506571,0.975607564161081,0.55974917018743,0.799999956513855,0.840624860137227,0.853657831840743
"Australia","People",0,16.6604199417837,22.9097268589409,4.4188406077966,3.2188758248682,11.4438390546822,17.0645898316137,23702.9479746825,3328,0.571460629734721,0.597828239571013,0.750000603528543,0.817072912144642,0.795180731181224,1.06114421512047e-05,0.55974917018743,0.799999956513855,0.840624860137227,0.890242751536844
"Australia","Howto",1,17.0223138015982,21.8201187160942,6.02102334934953,16.9623746735222,11.4438390546822,17.0645898316137,23702.9479746825,4449,0.571460629734721,0.888885443826998,0.841462858608709,0.780487992448541,0.890242751536844,0.987802537393114,0.55974917018743,0.799999956513855,0.840624860137227,0.914632698000912
"Australia","Sports",1,16.7058823158604,22.9851473739269,6.47697236288968,19.7849799759997,13.3046849341983,17.0645898316137,23702.9479746825,5156,0.571460629734721,0.899989587918486,0.717647979068161,0.829267885376676,0.528092896358162,0.92770925493395,0.985504498032967,0.799999956513855,0.840624860137227,0.853657831840743
"Australia","Unknown",0,16.6834094600084,22.0456474176455,6.61357440299836,16.7477836384705,11.4438390546822,17.0645898316137,23702.9479746825,3885.20323559151,0.571460629734721,3.06091601393217e-05,0.750000603528543,0.804877938912608,0.528092896358162,0.414638795487528,0.55974917018743,0.799999956513855,0.840624860137227,0.853657831840743
"Australia","Howto",1,16.666217059468,22.0274864723337,6.36647044773144,16.5579621857838,11.4438390546822,17.0645898316137,23702.9479746825,4336,0.571460629734721,0.888885443826998,0.750000603528543,0.780487992448541,0.890242751536844,0.414638795487528,0.55974917018743,0.799999956513855,0.840624860137227,0.914632698000912
"Bangladesh","Entertainment",0,16.4473993981009,23.2189131862696,1.79175946922805,0,11.4438390546822,18.9353639456879,539.280805531429,984,0.00079507369908342,0.865305839032383,0.87341673989915,0.829267885376676,0.163944785639134,0.795868772782503,0.55974917018743,0.845528051550579,0.911563838809075,0.658538260128203
"Barbados","Music",1,17.5507963848924,23.8357915827003,4.43081679884331,19.0245922574408,11.5129254649702,12.567324598962,10671.0325418163,6559,0.999796072700083,0.866666273347219,0.807228778795108,0.915661207320066,0.795180731181224,0.999997510625148,0.96190397126096,0.799999956513855,0.51266002030856,0.590363921745193
"Brazil","Entertainment",1,16.5627814722198,22.0763800491343,7.61035761831284,17.8447475482812,11.5129254649702,19.1747321166571,4014.42584845873,4914,0.862743786764432,0.865305839032383,0.842696103063705,0.804877938912608,0.939022644464979,0.963412590929047,0.96190397126096,0.845528051550579,0.864582617564117,0.853657831840743
"Brazil","Comedy",1,16.9935643883122,23.3582455951265,6.80350525760834,20.450736381545,13.9108207377686,19.1747321166571,4014.42584845873,1252,0.862743786764432,0.840908067288761,0.841462858608709,0.804877938912608,0.947366427662436,0.92770925493395,0.999997314098141,0.845528051550579,0.864582617564117,0.658538260128203
"Brazil","Music",1,17.4765048085887,23.948292001879,8.02059914989697,21.2149086412956,11.5129254649702,19.1747321166571,4014.42584845873,3365,0.862743786764432,0.866666273347219,0.807228778795108,0.915661207320066,0.939022644464979,0.92770925493395,0.96190397126096,0.845528051550579,0.864582617564117,0.890242751536844
"Brazil","Music",1,16.5235607590665,23.166195540097,5.82894561761021,19.0242915442014,11.4438390546822,19.1747321166571,4014.42584845873,4219,0.862743786764432,0.866666273347219,0.842696103063705,0.829267885376676,0.888887740506571,0.999997510625148,0.55974917018743,0.845528051550579,0.864582617564117,0.853657831840743
"Brazil","Music",1,16.3804599154258,22.1933411698694,6.25575004175337,17.2007817890762,11.4438390546822,19.1747321166571,4014.42584845873,4157,0.862743786764432,0.866666273347219,0.717647979068161,0.804877938912608,0.890242751536844,0.987802537393114,0.55974917018743,0.845528051550579,0.864582617564117,0.853657831840743
"Brazil","Music",1,16.3881227881714,22.2512229091399,4.29045944114839,17.6913466436306,11.4438390546822,19.1747321166571,4014.42584845873,3844,0.862743786764432,0.866666273347219,0.717647979068161,0.804877938912608,0.795180731181224,0.987949493003371,0.55974917018743,0.845528051550579,0.864582617564117,0.853657831840743
"Brazil","Music",1,16.4965320866786,23.1375982152255,7.09506437728713,18.5147628973135,11.5129254649702,19.1747321166571,4014.42584845873,3351,0.862743786764432,0.866666273347219,0.797468334182767,0.829267885376676,0.947366427662436,0.975607564161081,0.96190397126096,0.845528051550579,0.864582617564117,0.890242751536844
"Brazil","Entertainment",1,16.6890751975441,22.7695445195672,7.71423114484909,17.380441131609,11.4438390546822,19.1747321166571,4014.42584845873,4241,0.862743786764432,0.865305839032383,0.750000603528543,0.746988540725687,0.939022644464979,0.987802537393114,0.55974917018743,0.845528051550579,0.864582617564117,0.853657831840743
"Brazil","Music",1,16.4329063907984,22.8193652841109,6.08221891037645,17.9753150916582,11.4438390546822,19.1747321166571,4014.42584845873,5236,0.862743786764432,0.866666273347219,0.87341673989915,0.817072912144642,0.890242751536844,0.963412590929047,0.55974917018743,0.845528051550579,0.864582617564117,0.853657831840743
"Brazil","Film",1,16.3881227881714,22.1617192029808,7.21890970761906,17.1238613892601,11.5129254649702,19.1747321166571,4014.42584845873,3456,0.862743786764432,0.783784110396281,0.717647979068161,0.804877938912608,0.926827671232946,0.987802537393114,0.96190397126096,0.845528051550579,0.864582617564117,0.831324874022877
"Brazil","Entertainment",1,16.3881227881714,22.3972865121644,10.5121655764696,16.6827274092828,11.4438390546822,19.1747321166571,4014.42584845873,4387,0.862743786764432,0.865305839032383,0.717647979068161,0.768293019216507,0.975901445389487,0.414638795487528,0.55974917018743,0.845528051550579,0.864582617564117,0.914632698000912
"Brazil","Music",1,16.5563505818895,23.4056236888898,5.78382518232974,18.9134116411291,11.4438390546822,19.1747321166571,4014.42584845873,5230,0.862743786764432,0.866666273347219,0.842696103063705,0.804877938912608,0.888887740506571,0.999997510625148,0.55974917018743,0.845528051550579,0.864582617564117,0.853657831840743
"Brazil","Film",1,16.7599495371307,23.3496921476198,7.05098944706805,18.1580554454184,11.5129254649702,19.1747321166571,4014.42584845873,4101,0.862743786764432,0.783784110396281,0.717647979068161,0.804877938912608,0.947366427662436,0.963412590929047,0.96190397126096,0.845528051550579,0.864582617564117,0.853657831840743
"Brazil","Games",1,16.8162303730293,22.9115776289285,8.51197962436335,15.5056063734158,11.4438390546822,19.1747321166571,4014.42584845873,4398,0.862743786764432,0.736842881919617,0.717647979068161,0.817072912144642,0.987802537393114,0.719513126288372,0.55974917018743,0.845528051550579,0.864582617564117,0.914632698000912
"Brazil","Entertainment",1,16.8600329956877,22.7726225421642,7.9665866976384,18.5896637363071,12.8992198260901,19.1747321166571,4014.42584845873,2979,0.862743786764432,0.865305839032383,0.799999948360305,0.746988540725687,0.939022644464979,0.975607564161081,0.985504498032967,0.845528051550579,0.864582617564117,0.890242751536844
"Brazil","People",1,16.6005218002026,21.8186012515223,7.56527528189893,17.3124725616108,11.5129254649702,19.1747321166571,4014.42584845873,4297,0.862743786764432,0.597828239571013,0.750000603528543,0.780487992448541,0.939022644464979,0.987802537393114,0.96190397126096,0.845528051550579,0.864582617564117,0.914632698000912
"Brazil","Comedy",0,16.3332070305753,21.6797821953408,2.19722457733622,16.7477836384705,11.4438390546822,19.1747321166571,4014.42584845873,4807,0.862743786764432,0.840908067288761,0.717647979068161,0.780487992448541,0.163944785639134,0.414638795487528,0.55974917018743,0.845528051550579,0.864582617564117,0.853657831840743
"Brazil","Tech",1,16.7058823158604,22.1047966825196,7.81197342962202,17.8185801214108,11.5129254649702,19.1747321166571,4014.42584845873,6299,0.862743786764432,0.923067138587246,0.717647979068161,0.804877938912608,0.939022644464979,0.987949493003371,0.96190397126096,0.845528051550579,0.864582617564117,0.590363921745193
"Brazil","People",1,16.3727378693319,21.471031028643,8.45786772533142,17.2748510536751,11.5129254649702,19.1747321166571,4014.42584845873,3928,0.862743786764432,0.597828239571013,0.717647979068161,0.658538260128203,0.987802537393114,0.987802537393114,0.96190397126096,0.845528051550579,0.864582617564117,0.853657831840743
"Brazil","Music",0,16.4896592073908,21.6155581317246,6.61357440299836,16.7477836384705,11.4438390546822,19.1747321166571,4014.42584845873,3885.20323559151,0.862743786764432,0.866666273347219,0.797468334182767,0.780487992448541,0.528092896358162,0.414638795487528,0.55974917018743,0.845528051550579,0.864582617564117,0.853657831840743
"Brazil","Entertainment",0,16.3727378693319,18.7573132677269,4.23410650459726,11.9024373273971,11.4438390546822,19.1747321166571,4014.42584845873,3190,0.862743786764432,0.865305839032383,0.717647979068161,0.658538260128203,0.795180731181224,1.06114421512047e-05,0.55974917018743,0.845528051550579,0.864582617564117,0.890242751536844
"Brazil","People",1,16.4545678875795,22.3246680938062,8.65817178467581,16.1388781901408,11.4438390546822,19.1747321166571,4014.42584845873,3963,0.862743786764432,0.597828239571013,0.87341673989915,0.768293019216507,0.987802537393114,0.719513126288372,0.55974917018743,0.845528051550579,0.864582617564117,0.853657831840743
"Brazil","Games",0,16.3571125514288,20.8014168753105,6.22257626807137,15.1017083025459,11.4438390546822,19.1747321166571,4014.42584845873,3084,0.862743786764432,0.736842881919617,0.717647979068161,0.658538260128203,0.890242751536844,0.719513126288372,0.55974917018743,0.845528051550579,0.864582617564117,0.890242751536844
"Brazil","Games",1,16.5168717709157,22.5076974561089,8.33686963728496,17.4987491321881,11.5129254649702,19.1747321166571,4014.42584845873,4484,0.862743786764432,0.736842881919617,0.797468334182767,0.768293019216507,0.987802537393114,0.987949493003371,0.96190397126096,0.845528051550579,0.864582617564117,0.914632698000912
"Brazil","Music",1,16.8062302896947,23.3564074142384,6.03068526026126,19.1852318869819,11.5129254649702,19.1747321166571,4014.42584845873,4730,0.862743786764432,0.866666273347219,0.717647979068161,0.804877938912608,0.890242751536844,0.987802537393114,0.96190397126096,0.845528051550579,0.864582617564117,0.914632698000912
"Brazil","Nonprofit",1,16.6428241798933,21.9827429762945,8.49515206053936,18.8230945348568,12.8992198260901,19.1747321166571,4014.42584845873,2751,0.862743786764432,0.999897985393695,0.750000603528543,0.780487992448541,0.987802537393114,0.999997510625148,0.985504498032967,0.845528051550579,0.864582617564117,0.768293019216507
"Brazil","Entertainment",1,16.3412392022725,22.2549103980904,7.54327334670545,15.7837411703081,11.4438390546822,19.1747321166571,4014.42584845873,4545,0.862743786764432,0.865305839032383,0.717647979068161,0.804877938912608,0.939022644464979,0.719513126288372,0.55974917018743,0.845528051550579,0.864582617564117,0.914632698000912
"Brazil","People",1,16.3881227881714,21.6616318282016,6.98193467715639,17.5994728933249,11.5129254649702,19.1747321166571,4014.42584845873,2907,0.862743786764432,0.597828239571013,0.717647979068161,0.780487992448541,0.947366427662436,0.987949493003371,0.96190397126096,0.845528051550579,0.864582617564117,0.768293019216507
"Brazil","Music",0,18.0127125056261,24.3281000360058,7.85243908535751,19.9185679096096,11.4438390546822,19.1747321166571,4014.42584845873,4232,0.862743786764432,0.866666273347219,0.807228778795108,0.915661207320066,0.939022644464979,0.92770925493395,0.55974917018743,0.845528051550579,0.864582617564117,0.853657831840743
"Brazil","Entertainment",1,16.6368894443735,22.0299212516202,7.30720231476474,17.6024464175506,11.5129254649702,19.1747321166571,4014.42584845873,3855,0.862743786764432,0.865305839032383,0.750000603528543,0.804877938912608,0.926827671232946,0.987949493003371,0.96190397126096,0.845528051550579,0.864582617564117,0.853657831840743
"Brazil","Entertainment",1,16.503358051749,22.2676281951065,8.28853445941392,17.5284726825942,11.5129254649702,19.1747321166571,4014.42584845873,3435,0.862743786764432,0.865305839032383,0.797468334182767,0.804877938912608,0.987802537393114,0.987949493003371,0.96190397126096,0.845528051550579,0.864582617564117,0.831324874022877
"Brazil","Music",0,16.7332812900486,21.7907729693436,7.19218205871325,22.5393926626228,11.5129254649702,19.1747321166571,4014.42584845873,5874,0.862743786764432,0.866666273347219,0.717647979068161,0.780487992448541,0.926827671232946,0.92770925493395,0.96190397126096,0.845528051550579,0.864582617564117,0.792682965680574
"Brazil","Music",1,16.5101377387343,22.9289702216517,5.76205138278018,18.2942100798984,11.4438390546822,19.1747321166571,4014.42584845873,5563,0.862743786764432,0.866666273347219,0.797468334182767,0.817072912144642,0.888887740506571,0.963412590929047,0.55974917018743,0.845528051550579,0.864582617564117,0.792682965680574
"Brazil","Entertainment",1,17.6266076448025,23.5328009496257,8.37355374121463,18.6858027408395,12.2060726455302,19.1747321166571,4014.42584845873,6368,0.862743786764432,0.865305839032383,0.807228778795108,0.841462858608709,0.987802537393114,0.975607564161081,0.999997598484404,0.845528051550579,0.864582617564117,0.590363921745193
"Brazil","Entertainment",1,17.6154840595838,22.7810509146061,7.35115822643069,17.6873780134153,11.5129254649702,19.1747321166571,4014.42584845873,3703,0.862743786764432,0.865305839032383,0.807228778795108,0.817072912144642,0.926827671232946,0.987949493003371,0.96190397126096,0.845528051550579,0.864582617564117,0.831324874022877
"Brazil","Games",1,17.1896792672385,23.1766334737032,8.20357773693795,19.529573342028,13.8155105579643,19.1747321166571,4014.42584845873,4001,0.862743786764432,0.736842881919617,0.814814580915949,0.829267885376676,0.939022644464979,0.987802537393114,0.999997314098141,0.845528051550579,0.864582617564117,0.853657831840743
"Brazil","Comedy",1,17.6042353470479,22.175981915969,6.32435896238131,17.0995372164685,11.4438390546822,19.1747321166571,4014.42584845873,3926,0.862743786764432,0.840908067288761,0.807228778795108,0.804877938912608,0.890242751536844,0.987802537393114,0.55974917018743,0.845528051550579,0.864582617564117,0.853657831840743
"Brazil","Entertainment",1,17.1076368445721,22.7950048704519,8.2829886927426,18.233290362344,12.2060726455302,19.1747321166571,4014.42584845873,4406,0.862743786764432,0.865305839032383,0.841462858608709,0.817072912144642,0.987802537393114,0.963412590929047,0.999997598484404,0.845528051550579,0.864582617564117,0.914632698000912
"Brazil","Entertainment",1,16.4329063907984,21.3911865709895,8.10107150311954,15.8221125534672,11.4438390546822,19.1747321166571,4014.42584845873,5752,0.862743786764432,0.865305839032383,0.87341673989915,0.658538260128203,0.939022644464979,0.719513126288372,0.55974917018743,0.845528051550579,0.864582617564117,0.792682965680574
"Brazil","Entertainment",1,16.9682465803279,22.793527766613,7.16317239084664,17.1578421867594,11.4438390546822,19.1747321166571,4014.42584845873,3478,0.862743786764432,0.865305839032383,0.841462858608709,0.817072912144642,0.926827671232946,0.987802537393114,0.55974917018743,0.845528051550579,0.864582617564117,0.831324874022877
"Brazil","People",1,16.4545678875795,22.3513391194224,7.17548971362422,18.0358708407692,11.5129254649702,19.1747321166571,4014.42584845873,2975,0.862743786764432,0.597828239571013,0.87341673989915,0.768293019216507,0.926827671232946,0.963412590929047,0.96190397126096,0.845528051550579,0.864582617564117,0.890242751536844
"Brazil","Entertainment",1,16.3251098203426,22.9237749862764,7.09007683577609,20.1299875204911,13.4588356140255,19.1747321166571,4014.42584845873,2443,0.862743786764432,0.865305839032383,0.75,0.817072912144642,0.947366427662436,0.92770925493395,0.999997314098141,0.845528051550579,0.864582617564117,0.817072912144642
"Brazil","Entertainment",1,16.8882038726544,22.9848096182469,7.98684490116138,19.0791018951172,12.6115377536383,19.1747321166571,4014.42584845873,3886,0.862743786764432,0.865305839032383,0.799999948360305,0.829267885376676,0.939022644464979,0.999997510625148,0.901958704118993,0.845528051550579,0.864582617564117,0.853657831840743
"Brazil","Comedy",1,16.8504635446715,21.3495294395378,5.66296048013595,16.9892634860105,11.4438390546822,19.1747321166571,4014.42584845873,4580,0.862743786764432,0.840908067288761,0.799999948360305,0.658538260128203,0.888887740506571,0.987802537393114,0.55974917018743,0.845528051550579,0.864582617564117,0.914632698000912
"Brazil","Film",1,16.8310454588144,21.3089544229751,5.32787616878958,17.4916846395807,11.5129254649702,19.1747321166571,4014.42584845873,3246,0.862743786764432,0.783784110396281,0.799999948360305,0.658538260128203,0.888887740506571,0.987949493003371,0.96190397126096,0.845528051550579,0.864582617564117,0.890242751536844
