"subscribers","video_views","uploads","video_views_for_the_last_30_days","subscribers_for_last_30_days","Population","Aggregated_GDP","channel_lifetime","avg_earnings"
0.0307382061103132,0.346703981530326,-2.32995288900273,0,-3.61995877220308,-1.46322335421885,-1.25752508060701,1.45844564519813,-0.51330085535103
-0.638316581659935,-0.39937351513436,-0.46352544400274,-2.84475346854267,0,0,0.860697861410631,1.62490307566208,-0.513300701171176
0.0524354942050198,0.103996448021966,-0.702886158907585,0.539479358322487,0.307989172030197,-1.32543753265701,-0.782851495335941,-0.901933474139334,0.160690100405393
1.27529819413598,0.652667739818432,0.0572000353592808,0.642931036455747,0.588063192381668,-1.32543753265701,-0.782851495335941,-0.0607175707602155,0.537728064801865
-0.523506347610436,0.0351945340089553,0.799185013375269,0.28414990279302,0.307989172030197,-1.32543753265701,-0.782851495335941,-0.353453051920955,-0.288696419411577
-0.638316581659935,0.19651160934404,0.183258138113865,0.765189362936263,0.814182331252891,-1.32543753265701,-0.782851495335941,-0.796063997292531,1.26727165929098
0.835926708862462,0.546393335093673,-1.35822234677531,-3.24885404548858,0,-1.32543753265701,-0.782851495335941,-0.6200400478364,-0.513300939263075
-0.28499717962377,0.456320074010618,0.314669807832735,0.816681605963323,0.751895991713493,-1.32543753265701,-0.782851495335941,-0.146178473757033,1.71070929270279
0.238735893358319,0.12516584783302,-0.834852178592233,0.311874739688474,0,-1.32543753265701,-0.782851495335941,-0.799890604889403,-0.259743353008504
0.975659050364159,0.0115528871839198,0.621380628735365,0.536468718506696,1.2176492885305,-1.32543753265701,-0.782851495335941,-0.45677145703651,0.153356324160505
-0.348725161454973,0.278396086827429,0.216128669868774,0.345966349313807,0.0279151516787248,-1.32543753265701,-0.782851495335941,-0.465700208095879,-0.223285957424616
2.36985115337873,0.977034398257636,0.365303571497015,0.8062536386688,0.751895991713493,-1.32543753265701,-0.782851495335941,0.408041859856655,1.61519964858333
-0.260008665160784,-0.0665260802486085,0.322421909504027,0.0887546274232917,0.0279151516787248,-1.32543753265701,-0.782851495335941,-0.027553638253988,-0.418978396107968
0.401420117669365,0.26113130324459,0.132315588659746,0.708782978874891,0.751895991713493,-1.32543753265701,-0.782851495335941,-0.204215355642931,0.885233082813111
0.297522251444449,0.00115404567436935,0.386160232490138,0.147718665396804,0.0279151516787248,-1.32543753265701,-0.782851495335941,1.62681637946052,-0.390052618174643
-0.790701817307875,-0.0698284995890529,-1.92543150821075,-2.72070105169164,-4.62401363258932,-1.78541506099794,0.780787020214854,-0.622591119567648,-0.513300484227842
0.719054580155214,0.542510927487643,-0.239708395839742,0.443227180385641,0,-1.78541506099794,0.780787020214854,0.0387742267584671,-0.0710708731679327
-0.348725161454973,0.169433552319789,-0.702886158907585,-3.13064682298575,0,-1.78541506099794,0.780787020214854,-0.355366355719391,-0.513300918114511
0.456110276621155,-0.30332606548435,-0.112944482868432,0.0496572784279314,0,-1.78541506099794,0.780787020214854,0.359571496962938,-0.433495862014127
-0.24761891506881,0.202157035595355,0.0549410636801242,0.702820153398475,0.751895991713493,-1.78541506099794,0.780787020214854,0.81047342546107,0.851122495627587
-0.682945926593822,-0.0581840762842372,0.708402424003169,0.0267670078182174,0,-1.78541506099794,0.780787020214854,-0.0103339040680621,-0.44076823920208
